i,j
150,10
150,10
150,10
150,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
153,10
154,10
155,10
155,10
157,10
157,10
157,10
157,10
157,10
157,10
158,10
158,10
158,10
158,10
160,10
160,10
160,10
160,10
161,10
164,10
164,10
164,10
164,10
164,10
164,10
164,10
166,10
166,10
166,10
166,10
166,10
168,10
168,10
168,10
168,10
168,10
168,10
168,10
168,10
168,10
168,10
168,10
168,10
169,10
169,10
170,10
170,10
172,10
172,10
172,10
173,10
173,10
174,10
174,10
174,10
177,10
177,10
182,10
183,10
184,10
187,10
192,10
110,9
115,9
119,9
119,9
122,9
122,9
122,9
125,9
128,9
128,9
128,9
128,9
131,9
132,9
132,9
132,9
132,9
135,9
138,9
138,9
138,9
140,9
140,9
140,9
140,9
141,9
141,9
141,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
142,9
144,9
144,9
144,9
144,9
145,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
146,9
147,9
147,9
147,9
147,9
147,9
147,9
148,9
148,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
149,9
150,9
151,9
151,9
151,9
151,9
151,9
151,9
151,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
152,9
153,9
154,9
155,9
156,9
156,9
156,9
156,9
156,9
157,9
157,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
158,9
160,9
162,9
162,9
164,9
164,9
164,9
164,9
164,9
166,9
167,9
167,9
167,9
167,9
167,9
167,9
169,9
169,9
169,9
171,9
172,9
173,9
173,9
174,9
174,9
174,9
174,9
176,9
176,9
178,9
178,9
178,9
181,9
182,9
184,9
184,9
184,9
185,9
185,9
186,9
115,8
117,8
118,8
119,8
121,8
122,8
127,8
127,8
129,8
131,8
131,8
133,8
133,8
133,8
133,8
133,8
133,8
133,8
134,8
134,8
134,8
135,8
135,8
135,8
136,8
136,8
136,8
137,8
137,8
137,8
137,8
139,8
139,8
139,8
139,8
139,8
139,8
139,8
139,8
139,8
139,8
139,8
140,8
140,8
143,8
143,8
143,8
143,8
143,8
143,8
143,8
145,8
145,8
145,8
147,8
148,8
148,8
148,8
148,8
151,8
152,8
152,8
152,8
154,8
154,8
154,8
155,8
155,8
155,8
155,8
157,8
160,8
161,8
163,8
163,8
163,8
163,8
163,8
163,8
163,8
165,8
165,8
165,8
165,8
165,8
165,8
165,8
165,8
165,8
168,8
168,8
169,8
169,8
169,8
169,8
169,8
169,8
169,8
169,8
169,8
169,8
170,8
170,8
170,8
172,8
172,8
172,8
172,8
174,8
176,8
176,8
177,8
177,8
179,8
180,8
182,8
199,8
122,7
122,7
122,7
124,7
125,7
127,7
127,7
127,7
128,7
128,7
131,7
131,7
131,7
131,7
131,7
131,7
131,7
132,7
132,7
133,7
133,7
133,7
135,7
135,7
135,7
135,7
135,7
138,7
138,7
138,7
138,7
138,7
139,7
139,7
139,7
140,7
141,7
141,7
142,7
142,7
144,7
144,7
144,7
144,7
144,7
144,7
144,7
148,7
149,7
149,7
149,7
149,7
149,7
149,7
150,7
151,7
151,7
151,7
151,7
153,7
153,7
153,7
153,7
154,7
155,7
155,7
155,7
155,7
155,7
155,7
155,7
155,7
155,7
156,7
157,7
157,7
157,7
158,7
158,7
158,7
159,7
160,7
160,7
160,7
160,7
161,7
161,7
161,7
161,7
161,7
161,7
164,7
164,7
164,7
167,7
167,7
167,7
168,7
168,7
168,7
168,7
171,7
171,7
174,7
178,7
182,7
184,7
184,7
185,7
187,7
187,7
187,7
114,6
114,6
114,6
120,6
120,6
122,6
122,6
122,6
123,6
123,6
123,6
123,6
123,6
123,6
126,6
126,6
126,6
126,6
127,6
130,6
130,6
131,6
131,6
131,6
131,6
135,6
135,6
135,6
135,6
135,6
135,6
138,6
138,6
138,6
138,6
138,6
138,6
140,6
140,6
140,6
140,6
140,6
140,6
140,6
140,6
140,6
141,6
141,6
141,6
141,6
141,6
142,6
142,6
142,6
142,6
142,6
142,6
142,6
143,6
143,6
143,6
143,6
144,6
145,6
145,6
145,6
145,6
145,6
145,6
146,6
146,6
147,6
147,6
147,6
147,6
147,6
147,6
149,6
149,6
150,6
151,6
151,6
151,6
151,6
151,6
151,6
151,6
151,6
151,6
151,6
152,6
154,6
154,6
156,6
156,6
157,6
157,6
157,6
157,6
157,6
157,6
159,6
162,6
162,6
162,6
162,6
162,6
162,6
162,6
162,6
163,6
163,6
163,6
165,6
165,6
165,6
165,6
165,6
165,6
165,6
165,6
165,6
165,6
166,6
166,6
166,6
166,6
166,6
169,6
169,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
170,6
171,6
171,6
173,6
173,6
173,6
173,6
174,6
174,6
174,6
175,6
175,6
175,6
176,6
176,6
182,6
183,6
112,5
115,5
118,5
118,5
121,5
123,5
123,5
124,5
124,5
124,5
129,5
129,5
130,5
130,5
132,5
132,5
132,5
132,5
133,5
133,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
134,5
135,5
136,5
136,5
136,5
136,5
138,5
138,5
138,5
138,5
143,5
143,5
144,5
144,5
144,5
144,5
144,5
146,5
146,5
148,5
148,5
148,5
148,5
148,5
150,5
150,5
150,5
150,5
150,5
150,5
151,5
151,5
151,5
151,5
151,5
151,5
151,5
152,5
152,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
153,5
154,5
155,5
155,5
155,5
155,5
155,5
156,5
156,5
156,5
157,5
157,5
157,5
158,5
158,5
158,5
158,5
159,5
161,5
161,5
161,5
163,5
163,5
163,5
163,5
163,5
163,5
163,5
164,5
164,5
168,5
168,5
168,5
169,5
171,5
171,5
171,5
171,5
171,5
171,5
171,5
171,5
171,5
172,5
176,5
179,5
180,5
180,5
181,5
181,5
184,5
188,5
116,4
116,4
117,4
117,4
120,4
123,4
125,4
126,4
128,4
128,4
128,4
128,4
128,4
128,4
130,4
132,4
132,4
132,4
132,4
132,4
133,4
133,4
133,4
134,4
134,4
134,4
137,4
137,4
138,4
140,4
140,4
140,4
141,4
141,4
141,4
142,4
142,4
142,4
142,4
142,4
142,4
142,4
142,4
142,4
142,4
144,4
144,4
145,4
145,4
146,4
146,4
146,4
146,4
146,4
146,4
146,4
146,4
146,4
146,4
146,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
147,4
148,4
148,4
148,4
148,4
148,4
148,4
148,4
148,4
148,4
148,4
148,4
149,4
151,4
151,4
151,4
151,4
151,4
151,4
153,4
153,4
153,4
153,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
156,4
158,4
158,4
158,4
158,4
158,4
158,4
158,4
158,4
160,4
160,4
160,4
160,4
162,4
164,4
164,4
164,4
164,4
166,4
166,4
166,4
168,4
168,4
168,4
168,4
168,4
168,4
169,4
169,4
170,4
170,4
171,4
171,4
171,4
172,4
174,4
174,4
175,4
176,4
176,4
177,4
107,3
116,3
118,3
121,3
121,3
121,3
123,3
123,3
124,3
124,3
125,3
125,3
127,3
128,3
128,3
131,3
131,3
131,3
131,3
131,3
131,3
131,3
133,3
133,3
134,3
134,3
134,3
134,3
134,3
134,3
134,3
134,3
138,3
138,3
138,3
138,3
139,3
140,3
140,3
140,3
140,3
140,3
142,3
142,3
142,3
142,3
142,3
143,3
143,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
144,3
146,3
146,3
148,3
148,3
148,3
148,3
148,3
148,3
149,3
149,3
149,3
149,3
149,3
149,3
149,3
149,3
149,3
150,3
152,3
152,3
152,3
153,3
153,3
153,3
153,3
153,3
153,3
153,3
153,3
153,3
153,3
155,3
155,3
155,3
157,3
157,3
157,3
157,3
157,3
157,3
159,3
159,3
159,3
159,3
159,3
159,3
159,3
161,3
161,3
161,3
162,3
162,3
162,3
162,3
162,3
163,3
163,3
163,3
163,3
163,3
163,3
164,3
164,3
167,3
167,3
168,3
169,3
169,3
171,3
171,3
171,3
171,3
171,3
171,3
173,3
173,3
173,3
174,3
175,3
175,3
176,3
176,3
176,3
176,3
176,3
180,3
186,3
186,3
186,3
186,3
112,2
117,2
124,2
124,2
124,2
128,2
128,2
131,2
132,2
132,2
132,2
132,2
132,2
132,2
132,2
135,2
135,2
135,2
135,2
135,2
135,2
135,2
138,2
140,2
140,2
140,2
143,2
143,2
143,2
145,2
147,2
147,2
147,2
147,2
147,2
147,2
147,2
147,2
147,2
147,2
147,2
148,2
148,2
148,2
148,2
149,2
149,2
150,2
150,2
150,2
150,2
150,2
150,2
150,2
150,2
150,2
150,2
150,2
151,2
151,2
151,2
151,2
151,2
151,2
151,2
151,2
151,2
151,2
153,2
155,2
155,2
156,2
156,2
156,2
156,2
156,2
156,2
156,2
158,2
158,2
158,2
158,2
160,2
160,2
161,2
161,2
164,2
166,2
166,2
166,2
166,2
166,2
166,2
166,2
168,2
169,2
169,2
169,2
169,2
169,2
169,2
169,2
169,2
169,2
169,2
170,2
171,2
173,2
174,2
176,2
178,2
178,2
179,2
179,2
186,2
191,2
115,1
119,1
120,1
125,1
126,1
126,1
127,1
127,1
127,1
127,1
127,1
127,1
127,1
127,1
127,1
127,1
130,1
130,1
130,1
130,1
132,1
132,1
132,1
132,1
133,1
133,1
133,1
133,1
133,1
133,1
133,1
137,1
137,1
137,1
138,1
138,1
138,1
138,1
138,1
138,1
138,1
138,1
138,1
138,1
138,1
139,1
140,1
140,1
141,1
141,1
141,1
141,1
141,1
141,1
141,1
143,1
143,1
144,1
145,1
145,1
145,1
147,1
147,1
147,1
148,1
148,1
148,1
148,1
148,1
148,1
148,1
148,1
148,1
148,1
150,1
150,1
151,1
151,1
151,1
153,1
154,1
154,1
156,1
156,1
156,1
156,1
158,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
161,1
162,1
162,1
162,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
163,1
165,1
165,1
165,1
165,1
166,1
166,1
166,1
166,1
167,1
167,1
167,1
167,1
167,1
167,1
167,1
169,1
169,1
169,1
169,1
169,1
169,1
169,1
169,1
171,1
172,1
172,1
172,1
176,1
176,1
177,1
183,1
190,1
